テストケースID,元テスト設計ID,テスト観点ID,テストアプローチID,実行区分,テストレベル/タイプ,優先度,テストケース名,前提条件,入力データ,手順,期待結果,確認方法・証跡,関連質問ID,仕様,リスクID,状態,実行結果,実行日時,実行コマンド,Bug ID,実行メモ
TC-CB-313,TD071,TV071,TA014,コードベース,Security,高,TD071 tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割04,migrations RLS の仕様を確認できるテストデータを用意し、対象設計 TD071 の条件を再現する。,tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割04。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td071_313@example.test、対象データ名は TC-CB-313 とする。,1. Supabase統合テスト の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること のうち「tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割04」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Unit/Integration/Regressionの実行ログ、対象アサーション結果、またはコードレビュー記録,なし,migrations RLS,R001,作成済み,Pass,20260628153158,codebase tests with TC-CB trace output,,実行ログでテストケースIDの成功を確認
TC-CB-314,TD071,TV071,TA014,コードベース,Security,高,TD071 tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割05,migrations RLS の仕様を確認できるテストデータを用意し、対象設計 TD071 の条件を再現する。,tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割05。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td071_314@example.test、対象データ名は TC-CB-314 とする。,1. Supabase統合テスト の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること のうち「tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割05」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Unit/Integration/Regressionの実行ログ、対象アサーション結果、またはコードレビュー記録,なし,migrations RLS,R001,作成済み,Pass,20260628153158,codebase tests with TC-CB trace output,,実行ログでテストケースIDの成功を確認
TC-CB-315,TD071,TV071,TA014,コードベース,Security,高,TD071 tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割06,migrations RLS の仕様を確認できるテストデータを用意し、対象設計 TD071 の条件を再現する。,tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割06。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td071_315@example.test、対象データ名は TC-CB-315 とする。,1. Supabase統合テスト の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること のうち「tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割06」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Unit/Integration/Regressionの実行ログ、対象アサーション結果、またはコードレビュー記録,なし,migrations RLS,R001,作成済み,Pass,20260628153158,codebase tests with TC-CB trace output,,実行ログでテストケースIDの成功を確認
TC-CB-316,TD071,TV071,TA014,コードベース,Security,高,TD071 tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割07,migrations RLS の仕様を確認できるテストデータを用意し、対象設計 TD071 の条件を再現する。,tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割07。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td071_316@example.test、対象データ名は TC-CB-316 とする。,1. Supabase統合テスト の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること のうち「tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割07」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Unit/Integration/Regressionの実行ログ、対象アサーション結果、またはコードレビュー記録,なし,migrations RLS,R001,作成済み,Pass,20260628153158,codebase tests with TC-CB trace output,,実行ログでテストケースIDの成功を確認
TC-CB-317,TD071,TV071,TA014,コードベース,Security,高,TD071 tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割08,migrations RLS の仕様を確認できるテストデータを用意し、対象設計 TD071 の条件を再現する。,tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割08。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td071_317@example.test、対象データ名は TC-CB-317 とする。,1. Supabase統合テスト の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること のうち「tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割08」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Unit/Integration/Regressionの実行ログ、対象アサーション結果、またはコードレビュー記録,なし,migrations RLS,R001,作成済み,Pass,20260628153158,codebase tests with TC-CB trace output,,実行ログでテストケースIDの成功を確認
TC-CB-318,TD071,TV071,TA014,コードベース,Security,高,TD071 tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割09,migrations RLS の仕様を確認できるテストデータを用意し、対象設計 TD071 の条件を再現する。,tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割09。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td071_318@example.test、対象データ名は TC-CB-318 とする。,1. Supabase統合テスト の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること のうち「tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割09」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Unit/Integration/Regressionの実行ログ、対象アサーション結果、またはコードレビュー記録,なし,migrations RLS,R001,作成済み,Pass,20260628153158,codebase tests with TC-CB trace output,,実行ログでテストケースIDの成功を確認
TC-CB-319,TD071,TV071,TA014,コードベース,Security,高,TD071 tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割10,migrations RLS の仕様を確認できるテストデータを用意し、対象設計 TD071 の条件を再現する。,tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割10。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td071_319@example.test、対象データ名は TC-CB-319 とする。,1. Supabase統合テスト の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること のうち「tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割10」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Unit/Integration/Regressionの実行ログ、対象アサーション結果、またはコードレビュー記録,なし,migrations RLS,R001,作成済み,Pass,20260628153158,codebase tests with TC-CB trace output,,実行ログでテストケースIDの成功を確認
TC-CB-320,TD071,TV071,TA014,コードベース,Security,高,TD071 tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割11,migrations RLS の仕様を確認できるテストデータを用意し、対象設計 TD071 の条件を再現する。,tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割11。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td071_320@example.test、対象データ名は TC-CB-320 とする。,1. Supabase統合テスト の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること のうち「tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割11」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Unit/Integration/Regressionの実行ログ、対象アサーション結果、またはコードレビュー記録,なし,migrations RLS,R001,作成済み,Pass,20260628153158,codebase tests with TC-CB trace output,,実行ログでテストケースIDの成功を確認
TC-CB-321,TD071,TV071,TA014,コードベース,Security,高,TD071 tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割12,migrations RLS の仕様を確認できるテストデータを用意し、対象設計 TD071 の条件を再現する。,tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割12。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td071_321@example.test、対象データ名は TC-CB-321 とする。,1. Supabase統合テスト の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること のうち「tasks、categories、sessions、recurrence_groupsのRLSがanon/認証済み/他所有者を正しく分離すること 分割12」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Unit/Integration/Regressionの実行ログ、対象アサーション結果、またはコードレビュー記録,なし,migrations RLS,R001,作成済み,Pass,20260628153158,codebase tests with TC-CB trace output,,実行ログでテストケースIDの成功を確認
TC-CB-322,TD082,TV082,TA017,コードベース,Security,高,TD082 タスク名、メモ、カテゴリ名のHTML/スクリプト様文字列がReact表示で実行されないこと 分割01,React UI の仕様を確認できるテストデータを用意し、対象設計 TD082 の条件を再現する。,タスク名、メモ、カテゴリ名のHTML/スクリプト様文字列がReact表示で実行されないこと 分割01。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td082_322@example.test、対象データ名は TC-CB-322 とする。,1. セキュリティテスト の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,タスク名、メモ、カテゴリ名のHTML/スクリプト様文字列がReact表示で実行されないこと のうち「タスク名、メモ、カテゴリ名のHTML/スクリプト様文字列がReact表示で実行されないこと 分割01」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Unit/Integration/Regressionの実行ログ、対象アサーション結果、またはコードレビュー記録,なし,React UI,R015,作成済み,Pass,20260628153158,codebase tests with TC-CB trace output,,実行ログでテストケースIDの成功を確認
TC-CB-323,TD082,TV082,TA017,コードベース,Security,高,TD082 タスク名、メモ、カテゴリ名のHTML/スクリプト様文字列がReact表示で実行されないこと 分割02,React UI の仕様を確認できるテストデータを用意し、対象設計 TD082 の条件を再現する。,タスク名、メモ、カテゴリ名のHTML/スクリプト様文字列がReact表示で実行されないこと 分割02。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td082_323@example.test、対象データ名は TC-CB-323 とする。,1. セキュリティテスト の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,タスク名、メモ、カテゴリ名のHTML/スクリプト様文字列がReact表示で実行されないこと のうち「タスク名、メモ、カテゴリ名のHTML/スクリプト様文字列がReact表示で実行されないこと 分割02」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Unit/Integration/Regressionの実行ログ、対象アサーション結果、またはコードレビュー記録,なし,React UI,R015,作成済み,Pass,20260628153158,codebase tests with TC-CB trace output,,実行ログでテストケースIDの成功を確認
TC-CB-324,TD082,TV082,TA017,コードベース,Security,高,TD082 タスク名、メモ、カテゴリ名のHTML/スクリプト様文字列がReact表示で実行されないこと 分割03,React UI の仕様を確認できるテストデータを用意し、対象設計 TD082 の条件を再現する。,タスク名、メモ、カテゴリ名のHTML/スクリプト様文字列がReact表示で実行されないこと 分割03。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td082_324@example.test、対象データ名は TC-CB-324 とする。,1. セキュリティテスト の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,タスク名、メモ、カテゴリ名のHTML/スクリプト様文字列がReact表示で実行されないこと のうち「タスク名、メモ、カテゴリ名のHTML/スクリプト様文字列がReact表示で実行されないこと 分割03」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Unit/Integration/Regressionの実行ログ、対象アサーション結果、またはコードレビュー記録,なし,React UI,R015,作成済み,Pass,20260628153158,codebase tests with TC-CB trace output,,実行ログでテストケースIDの成功を確認
TC-CB-325,TD083,TV083,TA017,コードベース,Security,高,TD083 anon key以外の秘密値、特にservice role keyがフロント資産・Git・ログ・エラーへ含まれないこと 分割01,README、update-account の仕様を確認できるテストデータを用意し、対象設計 TD083 の条件を再現する。,anon key以外の秘密値、特にservice role keyがフロント資産・Git・ログ・エラーへ含まれないこと 分割01。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td083_325@example.test、対象データ名は TC-CB-325 とする。,1. セキュリティテスト の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,anon key以外の秘密値、特にservice role keyがフロント資産・Git・ログ・エラーへ含まれないこと のうち「anon key以外の秘密値、特にservice role keyがフロント資産・Git・ログ・エラーへ含まれないこと 分割01」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Unit/Integration/Regressionの実行ログ、対象アサーション結果、またはコードレビュー記録,なし,README、update-account,"R001, R015",作成済み,Pass,20260628153158,codebase tests with TC-CB trace output,,実行ログでテストケースIDの成功を確認
TC-CB-326,TD083,TV083,TA017,コードベース,Security,高,TD083 anon key以外の秘密値、特にservice role keyがフロント資産・Git・ログ・エラーへ含まれないこと 分割02,README、update-account の仕様を確認できるテストデータを用意し、対象設計 TD083 の条件を再現する。,anon key以外の秘密値、特にservice role keyがフロント資産・Git・ログ・エラーへ含まれないこと 分割02。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td083_326@example.test、対象データ名は TC-CB-326 とする。,1. セキュリティテスト の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,anon key以外の秘密値、特にservice role keyがフロント資産・Git・ログ・エラーへ含まれないこと のうち「anon key以外の秘密値、特にservice role keyがフロント資産・Git・ログ・エラーへ含まれないこと 分割02」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Unit/Integration/Regressionの実行ログ、対象アサーション結果、またはコードレビュー記録,なし,README、update-account,"R001, R015",作成済み,Pass,20260628153158,codebase tests with TC-CB trace output,,実行ログでテストケースIDの成功を確認
TC-CB-327,TD083,TV083,TA017,コードベース,Security,高,TD083 anon key以外の秘密値、特にservice role keyがフロント資産・Git・ログ・エラーへ含まれないこと 分割03,README、update-account の仕様を確認できるテストデータを用意し、対象設計 TD083 の条件を再現する。,anon key以外の秘密値、特にservice role keyがフロント資産・Git・ログ・エラーへ含まれないこと 分割03。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td083_327@example.test、対象データ名は TC-CB-327 とする。,1. セキュリティテスト の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,anon key以外の秘密値、特にservice role keyがフロント資産・Git・ログ・エラーへ含まれないこと のうち「anon key以外の秘密値、特にservice role keyがフロント資産・Git・ログ・エラーへ含まれないこと 分割03」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Unit/Integration/Regressionの実行ログ、対象アサーション結果、またはコードレビュー記録,なし,README、update-account,"R001, R015",作成済み,Pass,20260628153158,codebase tests with TC-CB trace output,,実行ログでテストケースIDの成功を確認
TC-CB-328,TD083,TV083,TA017,コードベース,Security,高,TD083 anon key以外の秘密値、特にservice role keyがフロント資産・Git・ログ・エラーへ含まれないこと 分割04,README、update-account の仕様を確認できるテストデータを用意し、対象設計 TD083 の条件を再現する。,anon key以外の秘密値、特にservice role keyがフロント資産・Git・ログ・エラーへ含まれないこと 分割04。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td083_328@example.test、対象データ名は TC-CB-328 とする。,1. セキュリティテスト の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,anon key以外の秘密値、特にservice role keyがフロント資産・Git・ログ・エラーへ含まれないこと のうち「anon key以外の秘密値、特にservice role keyがフロント資産・Git・ログ・エラーへ含まれないこと 分割04」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Unit/Integration/Regressionの実行ログ、対象アサーション結果、またはコードレビュー記録,なし,README、update-account,"R001, R015",作成済み,Pass,20260628153158,codebase tests with TC-CB trace output,,実行ログでテストケースIDの成功を確認
TC-CB-329,TD084,TV084,TA017,コードベース,Security,高,TD084 エクスポート、クリップボード、通知本文、localStorageに含まれる個人情報の範囲が仕様どおりであること 分割01,README の仕様を確認できるテストデータを用意し、対象設計 TD084 の条件を再現する。,エクスポート、クリップボード、通知本文、localStorageに含まれる個人情報の範囲が仕様どおりであること 分割01。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td084_329@example.test、対象データ名は TC-CB-329 とする。,1. セキュリティテスト の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,エクスポート、クリップボード、通知本文、localStorageに含まれる個人情報の範囲が仕様どおりであること のうち「エクスポート、クリップボード、通知本文、localStorageに含まれる個人情報の範囲が仕様どおりであること 分割01」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Unit/Integration/Regressionの実行ログ、対象アサーション結果、またはコードレビュー記録,なし,README,"R009, R015",作成済み,Pass,20260628153158,codebase tests with TC-CB trace output,,実行ログでテストケースIDの成功を確認
TC-CB-330,TD084,TV084,TA017,コードベース,Security,高,TD084 エクスポート、クリップボード、通知本文、localStorageに含まれる個人情報の範囲が仕様どおりであること 分割02,README の仕様を確認できるテストデータを用意し、対象設計 TD084 の条件を再現する。,エクスポート、クリップボード、通知本文、localStorageに含まれる個人情報の範囲が仕様どおりであること 分割02。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td084_330@example.test、対象データ名は TC-CB-330 とする。,1. セキュリティテスト の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,エクスポート、クリップボード、通知本文、localStorageに含まれる個人情報の範囲が仕様どおりであること のうち「エクスポート、クリップボード、通知本文、localStorageに含まれる個人情報の範囲が仕様どおりであること 分割02」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Unit/Integration/Regressionの実行ログ、対象アサーション結果、またはコードレビュー記録,なし,README,"R009, R015",作成済み,Pass,20260628153158,codebase tests with TC-CB trace output,,実行ログでテストケースIDの成功を確認
TC-CB-331,TD084,TV084,TA017,コードベース,Security,高,TD084 エクスポート、クリップボード、通知本文、localStorageに含まれる個人情報の範囲が仕様どおりであること 分割03,README の仕様を確認できるテストデータを用意し、対象設計 TD084 の条件を再現する。,エクスポート、クリップボード、通知本文、localStorageに含まれる個人情報の範囲が仕様どおりであること 分割03。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td084_331@example.test、対象データ名は TC-CB-331 とする。,1. セキュリティテスト の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,エクスポート、クリップボード、通知本文、localStorageに含まれる個人情報の範囲が仕様どおりであること のうち「エクスポート、クリップボード、通知本文、localStorageに含まれる個人情報の範囲が仕様どおりであること 分割03」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Unit/Integration/Regressionの実行ログ、対象アサーション結果、またはコードレビュー記録,なし,README,"R009, R015",作成済み,Pass,20260628153158,codebase tests with TC-CB trace output,,実行ログでテストケースIDの成功を確認
TC-CB-332,TD084,TV084,TA017,コードベース,Security,高,TD084 エクスポート、クリップボード、通知本文、localStorageに含まれる個人情報の範囲が仕様どおりであること 分割04,README の仕様を確認できるテストデータを用意し、対象設計 TD084 の条件を再現する。,エクスポート、クリップボード、通知本文、localStorageに含まれる個人情報の範囲が仕様どおりであること 分割04。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td084_332@example.test、対象データ名は TC-CB-332 とする。,1. セキュリティテスト の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,エクスポート、クリップボード、通知本文、localStorageに含まれる個人情報の範囲が仕様どおりであること のうち「エクスポート、クリップボード、通知本文、localStorageに含まれる個人情報の範囲が仕様どおりであること 分割04」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Unit/Integration/Regressionの実行ログ、対象アサーション結果、またはコードレビュー記録,なし,README,"R009, R015",作成済み,Pass,20260628153158,codebase tests with TC-CB trace output,,実行ログでテストケースIDの成功を確認
TC-CB-333,TD085,TV085,TA017,コードベース,Security,高,TD085 update-accountのCORS、認証失敗、入力不正、管理API失敗で権限昇格や内部情報露出がないこと 分割01,Edge Function の仕様を確認できるテストデータを用意し、対象設計 TD085 の条件を再現する。,update-accountのCORS、認証失敗、入力不正、管理API失敗で権限昇格や内部情報露出がないこと 分割01。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td085_333@example.test、対象データ名は TC-CB-333 とする。,1. セキュリティテスト の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,update-accountのCORS、認証失敗、入力不正、管理API失敗で権限昇格や内部情報露出がないこと のうち「update-accountのCORS、認証失敗、入力不正、管理API失敗で権限昇格や内部情報露出がないこと 分割01」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Unit/Integration/Regressionの実行ログ、対象アサーション結果、またはコードレビュー記録,なし,Edge Function,"R001, R015",作成済み,Pass,20260628153158,codebase tests with TC-CB trace output,,実行ログでテストケースIDの成功を確認
TC-CB-334,TD085,TV085,TA017,コードベース,Security,高,TD085 update-accountのCORS、認証失敗、入力不正、管理API失敗で権限昇格や内部情報露出がないこと 分割02,Edge Function の仕様を確認できるテストデータを用意し、対象設計 TD085 の条件を再現する。,update-accountのCORS、認証失敗、入力不正、管理API失敗で権限昇格や内部情報露出がないこと 分割02。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td085_334@example.test、対象データ名は TC-CB-334 とする。,1. セキュリティテスト の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,update-accountのCORS、認証失敗、入力不正、管理API失敗で権限昇格や内部情報露出がないこと のうち「update-accountのCORS、認証失敗、入力不正、管理API失敗で権限昇格や内部情報露出がないこと 分割02」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Unit/Integration/Regressionの実行ログ、対象アサーション結果、またはコードレビュー記録,なし,Edge Function,"R001, R015",作成済み,Pass,20260628153158,codebase tests with TC-CB trace output,,実行ログでテストケースIDの成功を確認
TC-CB-335,TD085,TV085,TA017,コードベース,Security,高,TD085 update-accountのCORS、認証失敗、入力不正、管理API失敗で権限昇格や内部情報露出がないこと 分割03,Edge Function の仕様を確認できるテストデータを用意し、対象設計 TD085 の条件を再現する。,update-accountのCORS、認証失敗、入力不正、管理API失敗で権限昇格や内部情報露出がないこと 分割03。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td085_335@example.test、対象データ名は TC-CB-335 とする。,1. セキュリティテスト の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,update-accountのCORS、認証失敗、入力不正、管理API失敗で権限昇格や内部情報露出がないこと のうち「update-accountのCORS、認証失敗、入力不正、管理API失敗で権限昇格や内部情報露出がないこと 分割03」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Unit/Integration/Regressionの実行ログ、対象アサーション結果、またはコードレビュー記録,なし,Edge Function,"R001, R015",作成済み,Pass,20260628153158,codebase tests with TC-CB trace output,,実行ログでテストケースIDの成功を確認
TC-CB-336,TD085,TV085,TA017,コードベース,Security,高,TD085 update-accountのCORS、認証失敗、入力不正、管理API失敗で権限昇格や内部情報露出がないこと 分割04,Edge Function の仕様を確認できるテストデータを用意し、対象設計 TD085 の条件を再現する。,update-accountのCORS、認証失敗、入力不正、管理API失敗で権限昇格や内部情報露出がないこと 分割04。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td085_336@example.test、対象データ名は TC-CB-336 とする。,1. セキュリティテスト の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,update-accountのCORS、認証失敗、入力不正、管理API失敗で権限昇格や内部情報露出がないこと のうち「update-accountのCORS、認証失敗、入力不正、管理API失敗で権限昇格や内部情報露出がないこと 分割04」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Unit/Integration/Regressionの実行ログ、対象アサーション結果、またはコードレビュー記録,なし,Edge Function,"R001, R015",作成済み,Pass,20260628153158,codebase tests with TC-CB trace output,,実行ログでテストケースIDの成功を確認
TC-CB-337,TD085,TV085,TA017,コードベース,Security,高,TD085 update-accountのCORS、認証失敗、入力不正、管理API失敗で権限昇格や内部情報露出がないこと 分割05,Edge Function の仕様を確認できるテストデータを用意し、対象設計 TD085 の条件を再現する。,update-accountのCORS、認証失敗、入力不正、管理API失敗で権限昇格や内部情報露出がないこと 分割05。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td085_337@example.test、対象データ名は TC-CB-337 とする。,1. セキュリティテスト の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,update-accountのCORS、認証失敗、入力不正、管理API失敗で権限昇格や内部情報露出がないこと のうち「update-accountのCORS、認証失敗、入力不正、管理API失敗で権限昇格や内部情報露出がないこと 分割05」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Unit/Integration/Regressionの実行ログ、対象アサーション結果、またはコードレビュー記録,なし,Edge Function,"R001, R015",作成済み,Pass,20260628153158,codebase tests with TC-CB trace output,,実行ログでテストケースIDの成功を確認
