テストケースID,元テスト設計ID,テスト観点ID,テストアプローチID,実行区分,テストレベル/タイプ,優先度,テストケース名,前提条件,入力データ,手順,期待結果,確認方法・証跡,関連質問ID,仕様,リスクID,状態,実行結果,実行日時,実行コマンド,ブラウザ/プロジェクト結果,Bug ID,実行メモ
TC-E2E-011,TD007,TV007,TA002,E2E自動,E2E,高,TD007 新規タスクのステータス未着手、優先度中、数量1が適用されること 分割07,README タスク登録 の仕様を確認できるテストデータを用意し、対象設計 TD007 の条件を再現する。,新規タスクのステータス未着手、優先度中、数量1が適用されること 分割07。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td007_011@example.test、対象データ名は TC-E2E-011 とする。,1. Playwright E2E の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,新規タスクのステータス未着手、優先度中、数量1が適用されること のうち「新規タスクのステータス未着手、優先度中、数量1が適用されること 分割07」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,README タスク登録,"R002, R007",作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-012,TD007,TV007,TA002,E2E自動,E2E,高,TD007 新規タスクのステータス未着手、優先度中、数量1が適用されること 分割08,README タスク登録 の仕様を確認できるテストデータを用意し、対象設計 TD007 の条件を再現する。,新規タスクのステータス未着手、優先度中、数量1が適用されること 分割08。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td007_012@example.test、対象データ名は TC-E2E-012 とする。,1. Playwright E2E の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,新規タスクのステータス未着手、優先度中、数量1が適用されること のうち「新規タスクのステータス未着手、優先度中、数量1が適用されること 分割08」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,README タスク登録,"R002, R007",作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-013,TD008,TV008,TA002,E2E自動,E2E,高,TD008 キャンセル,TaskForm、TaskContext の仕様を確認できるテストデータを用意し、対象設計 TD008 の条件を再現する。,キャンセル。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td008_013@example.test、対象データ名は TC-E2E-013 とする。,1. Playwright E2E の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,作成・編集のキャンセル、保存失敗、再試行で未保存値や重複登録が残らないこと のうち「キャンセル」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,TaskForm、TaskContext,R002,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-014,TD008,TV008,TA002,E2E自動,E2E,高,TD008 失敗,TaskForm、TaskContext の仕様を確認できるテストデータを用意し、対象設計 TD008 の条件を再現する。,失敗。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td008_014@example.test、対象データ名は TC-E2E-014 とする。,1. Playwright E2E の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,作成・編集のキャンセル、保存失敗、再試行で未保存値や重複登録が残らないこと のうち「失敗」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,TaskForm、TaskContext,R002,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-015,TD008,TV008,TA002,E2E自動,E2E,高,TD008 再試行,TaskForm、TaskContext の仕様を確認できるテストデータを用意し、対象設計 TD008 の条件を再現する。,再試行。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td008_015@example.test、対象データ名は TC-E2E-015 とする。,1. Playwright E2E の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,作成・編集のキャンセル、保存失敗、再試行で未保存値や重複登録が残らないこと のうち「再試行」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,TaskForm、TaskContext,R002,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-016,TD010,TV010,TA002,E2E自動,E2E,高,TD010 登録・編集・状態変更・削除が再読込後も同じ結果であること 分割01,AC001-AC003 の仕様を確認できるテストデータを用意し、対象設計 TD010 の条件を再現する。,登録・編集・状態変更・削除が再読込後も同じ結果であること 分割01。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td010_016@example.test、対象データ名は TC-E2E-016 とする。,1. Playwright E2E の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,登録・編集・状態変更・削除が再読込後も同じ結果であること のうち「登録・編集・状態変更・削除が再読込後も同じ結果であること 分割01」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,AC001-AC003,"R002, R012",作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-017,TD010,TV010,TA002,E2E自動,E2E,高,TD010 登録・編集・状態変更・削除が再読込後も同じ結果であること 分割02,AC001-AC003 の仕様を確認できるテストデータを用意し、対象設計 TD010 の条件を再現する。,登録・編集・状態変更・削除が再読込後も同じ結果であること 分割02。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td010_017@example.test、対象データ名は TC-E2E-017 とする。,1. Playwright E2E の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,登録・編集・状態変更・削除が再読込後も同じ結果であること のうち「登録・編集・状態変更・削除が再読込後も同じ結果であること 分割02」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,AC001-AC003,"R002, R012",作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-018,TD010,TV010,TA002,E2E自動,E2E,高,TD010 登録・編集・状態変更・削除が再読込後も同じ結果であること 分割03,AC001-AC003 の仕様を確認できるテストデータを用意し、対象設計 TD010 の条件を再現する。,登録・編集・状態変更・削除が再読込後も同じ結果であること 分割03。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td010_018@example.test、対象データ名は TC-E2E-018 とする。,1. Playwright E2E の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,登録・編集・状態変更・削除が再読込後も同じ結果であること のうち「登録・編集・状態変更・削除が再読込後も同じ結果であること 分割03」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,AC001-AC003,"R002, R012",作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-019,TD010,TV010,TA002,E2E自動,E2E,高,TD010 登録・編集・状態変更・削除が再読込後も同じ結果であること 分割04,AC001-AC003 の仕様を確認できるテストデータを用意し、対象設計 TD010 の条件を再現する。,登録・編集・状態変更・削除が再読込後も同じ結果であること 分割04。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td010_019@example.test、対象データ名は TC-E2E-019 とする。,1. Playwright E2E の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,登録・編集・状態変更・削除が再読込後も同じ結果であること のうち「登録・編集・状態変更・削除が再読込後も同じ結果であること 分割04」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,AC001-AC003,"R002, R012",作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-020,TD017,TV017,TA004,E2E自動,E2E,中,TD017 毎日と曜日指定で、JST暦日の期間開始日・終了日を含む対象日だけタスクを生成すること 分割01,F301-F304、README の仕様を確認できるテストデータを用意し、対象設計 TD017 の条件を再現する。,毎日と曜日指定で、JST暦日の期間開始日・終了日を含む対象日だけタスクを生成すること 分割01。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td017_020@example.test、対象データ名は TC-E2E-020 とする。,1. Playwright E2E の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,毎日と曜日指定で、JST暦日の期間開始日・終了日を含む対象日だけタスクを生成すること のうち「毎日と曜日指定で、JST暦日の期間開始日・終了日を含む対象日だけタスクを生成すること 分割01」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,F301-F304、README,"R004, R014",作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-021,TD017,TV017,TA004,E2E自動,E2E,中,TD017 毎日と曜日指定で、JST暦日の期間開始日・終了日を含む対象日だけタスクを生成すること 分割02,F301-F304、README の仕様を確認できるテストデータを用意し、対象設計 TD017 の条件を再現する。,毎日と曜日指定で、JST暦日の期間開始日・終了日を含む対象日だけタスクを生成すること 分割02。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td017_021@example.test、対象データ名は TC-E2E-021 とする。,1. Playwright E2E の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,毎日と曜日指定で、JST暦日の期間開始日・終了日を含む対象日だけタスクを生成すること のうち「毎日と曜日指定で、JST暦日の期間開始日・終了日を含む対象日だけタスクを生成すること 分割02」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,F301-F304、README,"R004, R014",作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-022,TD017,TV017,TA004,E2E自動,E2E,中,TD017 毎日と曜日指定で、JST暦日の期間開始日・終了日を含む対象日だけタスクを生成すること 分割03,F301-F304、README の仕様を確認できるテストデータを用意し、対象設計 TD017 の条件を再現する。,毎日と曜日指定で、JST暦日の期間開始日・終了日を含む対象日だけタスクを生成すること 分割03。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td017_022@example.test、対象データ名は TC-E2E-022 とする。,1. Playwright E2E の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,毎日と曜日指定で、JST暦日の期間開始日・終了日を含む対象日だけタスクを生成すること のうち「毎日と曜日指定で、JST暦日の期間開始日・終了日を含む対象日だけタスクを生成すること 分割03」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,F301-F304、README,"R004, R014",作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-023,TD017,TV017,TA004,E2E自動,E2E,中,TD017 毎日と曜日指定で、JST暦日の期間開始日・終了日を含む対象日だけタスクを生成すること 分割04,F301-F304、README の仕様を確認できるテストデータを用意し、対象設計 TD017 の条件を再現する。,毎日と曜日指定で、JST暦日の期間開始日・終了日を含む対象日だけタスクを生成すること 分割04。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td017_023@example.test、対象データ名は TC-E2E-023 とする。,1. Playwright E2E の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,毎日と曜日指定で、JST暦日の期間開始日・終了日を含む対象日だけタスクを生成すること のうち「毎日と曜日指定で、JST暦日の期間開始日・終了日を含む対象日だけタスクを生成すること 分割04」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,F301-F304、README,"R004, R014",作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-024,TD017,TV017,TA004,E2E自動,E2E,中,TD017 毎日と曜日指定で、JST暦日の期間開始日・終了日を含む対象日だけタスクを生成すること 分割05,F301-F304、README の仕様を確認できるテストデータを用意し、対象設計 TD017 の条件を再現する。,毎日と曜日指定で、JST暦日の期間開始日・終了日を含む対象日だけタスクを生成すること 分割05。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td017_024@example.test、対象データ名は TC-E2E-024 とする。,1. Playwright E2E の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,毎日と曜日指定で、JST暦日の期間開始日・終了日を含む対象日だけタスクを生成すること のうち「毎日と曜日指定で、JST暦日の期間開始日・終了日を含む対象日だけタスクを生成すること 分割05」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,F301-F304、README,"R004, R014",作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-025,TD017,TV017,TA004,E2E自動,E2E,中,TD017 毎日と曜日指定で、JST暦日の期間開始日・終了日を含む対象日だけタスクを生成すること 分割06,F301-F304、README の仕様を確認できるテストデータを用意し、対象設計 TD017 の条件を再現する。,毎日と曜日指定で、JST暦日の期間開始日・終了日を含む対象日だけタスクを生成すること 分割06。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td017_025@example.test、対象データ名は TC-E2E-025 とする。,1. Playwright E2E の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,毎日と曜日指定で、JST暦日の期間開始日・終了日を含む対象日だけタスクを生成すること のうち「毎日と曜日指定で、JST暦日の期間開始日・終了日を含む対象日だけタスクを生成すること 分割06」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,F301-F304、README,"R004, R014",作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
